power,power,3.95846930032
let,think,3.94650800306
questions,know,3.91849956247
enron,energy,3.91824981603
agreement,enron,3.9071284683
enron,market,3.90615087323
enron,price,3.90126289787
download,asp,3.87168891563
mail,ken,3.86412002704
company,enron,3.86411428519
access,access,3.86177828446
use,contract,3.85882933626
last,year,3.85199474284
contact,questions,3.85187236031
email,email,3.85038023488
send,email,3.84807379495
energy,corp,3.83536484023
some,work,3.83086022183
call,questions,3.82020588146
questions,call,3.82020588146
state,energy,3.81960573638
report,enron,3.81543296291
energy,enron,3.78883946476
mail,john,3.78624943725
enron,did,3.75485361207
contract,contract,3.7322929629
use,use,3.7187359861
trading,company,3.71693813365
gas,gas,3.71680658347
use,information,3.70810234661
day,enron,3.62983242608
error,delete,3.6044363942
sender,delete,3.60438330462
error,notify,3.60427712545
notify,sender,3.60421645164
error,immediately,3.60395858795
info,html,3.60393836335
enron,power,3.60056981955
use,prohibited,3.60015636252
wholesale,market,3.59560077061
need,know,3.58028185857
corp,company,3.5795474917
meeting,scheduled,3.57478965376
said,company,3.56303157498
energy,market,3.55312910357
price,enron,3.49601229562
need,need,3.49085502176
questions,enron,3.48082867465
error,sender,3.46288595254
prohibited,sender,3.46282806385
distribution,prohibited,3.46271228646
immediately,delete,3.46244389341
notify,immediately,3.46220707603
received,sender,3.46120718038
received,notify,3.46094404995
received,immediately,3.46015465865
sender,email,3.45842852302
right,right,3.45298435438
services,trading,3.44796645703
jeff,smith,3.44708233878
via,mail,3.44145134753
message,message,3.43618610758
enron,canada,3.43475204673
agreement,said,3.43385477195
send,send,3.43341008152
mail,steve,3.4230480051
energy,california,3.42090612338
company,order,3.41765119994
some,time,3.37652128207
need,let,3.32846840254
prohibited,error,3.31535507218
capacity,capacity,3.31517093557
prohibited,received,3.31360165185
delete,message,3.31068020073
message,error,3.31068020073
notice,scheduled,3.30997938226
contract,date,3.30674187575
ken,mail,3.30627466344
message,confidential,3.30077255136
mark,services,3.3004647409
markets,energy,3.29940939073
services,services,3.297232731
message,thank,3.29256335617
good,morning,3.28733882317
contact,information,3.28618453392
next,meeting,3.28061096585
gas,power,3.27915161444
bill,bill,3.27229733496
let,discuss,3.27006845739
then,call,3.26571238963
last,time,3.25952594893
confidential,enron,3.25059944542
information,call,3.24052414928
know,want,3.22431463028
like,call,3.22283878903
chris,mail,3.2131235212
know,like,3.16704814208
like,know,3.16704814208
notify,delete,3.16082490564
short,term,3.15855353546
intended,distribution,3.15854200566
system,net,3.15790210188
why,why,3.15766574102
load,scheduled,3.15665688371
world,trade,3.15660499962
via,system,3.1561899269
sender,message,3.15574602968
john,enron,3.15509850007
mark,wholesale,3.1540050302
looks,like,3.15118022972
intended,message,3.14624547624
send,copy,3.14608982397
trading,services,3.14460248004
mail,net,3.14444394532
down,file,3.14029898299
agreement,services,3.13927571343
services,agreement,3.13927571343
questions,comments,3.13774801521
time,know,3.13542336502
price,market,3.13432943015
power,trading,3.13387112068
enron,requested,3.13383653129
meeting,discuss,3.130801312
price,order,3.12530448087
dan,enron,3.12518053554
items,john,3.12239320691
more,information,3.12093756993
company,said,3.1137977426
system,mail,3.11110265235
thank,need,3.11009091259
need,help,3.10947695085
call,today,3.10325950735
copy,enron,3.09797597748
people,know,3.09325164281
enron,report,3.09179312338
did,time,3.09078138361
let,want,3.08694196092
contract,enron,3.08561026927
need,information,3.07509509362
enron,trading,3.07200799024
corp,enron,3.07077141942
let,make,3.06880558888
california,enron,3.06829827778
meeting,time,3.06694929143
call,call,3.05267251922
know,know,3.05080571828
know,file,3.05022243718
call,time,3.04311719924
work,enron,3.02130858658
enron,work,3.02130858658
prohibited,notify,2.99839574142
sender,immediately,2.99799467678
world,markets,2.99577059102
notify,email,2.99285375725
prices,market,2.99124949867
price,wholesale,2.98741811597
notice,meeting,2.98530644985
use,intended,2.9840850257
tomorrow,morning,2.98366573085
use,confidential,2.98349558221
kim,kim,2.98245038344
mail,greg,2.98120161398
think,help,2.97465392983
north,power,2.97333831626
gas,use,2.97023310363
message,use,2.96964366014
enron,ferc,2.96741349765
enron,agreed,2.96480657746
services,company,2.96452400919
market,power,2.96062274401
state,order,2.95948335582
price,make,2.95887872048
john,items,2.95795809482
state,power,2.95693112626
power,state,2.95693112626
steve,mail,2.95259537439
chris,work,2.95150763846
know,enron,2.94994832116
power,company,2.94298501477
against,enron,2.93613045539
energy,gas,2.93371495242
energy,price,2.93371495242
gas,energy,2.93371495242
need,message,2.93334123309
know,kim,2.92818512172
call,enron,2.92114635009
call,john,2.91882998505
message,mail,2.91581592348
enron,business,2.90875779342
meeting,call,2.90757282969
like,like,2.90694996415
some,need,2.8983939184
want,know,2.89794727823
work,know,2.89227768258
john,mail,2.88802700502
then,enron,2.87617129106
need,call,2.87380136362
let,like,2.87132509328
today,enron,2.86313669012
know,meeting,2.852590513
let,time,2.84411954157
index,html,2.8270091471
html,html,2.82686734933
prohibited,immediately,2.82630015827
via,net,2.82605523486
trade,center,2.82578453004
world,center,2.82533335533
california,transmission,2.82475327357
power,enron,2.8240328873
smith,james,2.82353510186
date,least,2.82338041339
open,access,2.82309037251
delete,thank,2.82267464724
message,sender,2.82112453986
early,morning,2.82038332427
immediately,thank,2.82020929974
last,anyone,2.81926827821
requested,order,2.81901368677
intended,confidential,2.81868175109
required,file,2.81835626077
via,email,2.81832081132
following,number,2.81800821171
date,date,2.81758604109
chris,enron,2.81751558683
dan,chris,2.81489188356
exmerge,mike,2.81418289473
corp,texas,2.81387996314
meeting,notice,2.81284226132
more,later,2.8128035892
email,intended,2.81137272085
discussed,call,2.80831762355
prices,energy,2.8075441812
help,kim,2.80736371131
review,comments,2.80672562137
chris,list,2.80631956414
kim,review,2.80613909425
questions,america,2.80582004928
chris,following,2.80451486531
questions,north,2.8043376181
information,confidential,2.80280040143
email,thank,2.80158222972
meeting,monday,2.80127929813
information,number,2.80051230113
houston,office,2.80031894054
power,contracts,2.80014813869
know,time,2.79967428689
questions,contact,2.79951971678
jeff,jeff,2.79747653989
trading,power,2.7966676481
email,message,2.79589742842
need,world,2.79547848048
world,energy,2.79501441507
state,state,2.79289711662
importance,enron,2.79109886315
year,information,2.78678369935
power,market,2.78666123765
john,office,2.78515947041
power,gas,2.78448593103
mail,mike,2.78334832623
today,john,2.78206892367
information,message,2.78129225864
help,like,2.77992584381
john,back,2.77809536358
order,order,2.7764485759
need,kim,2.77625843799
back,information,2.77625843799
people,time,2.77582015399
let,kim,2.76915565904
file,meeting,2.76558493351
time,think,2.76215600574
high,enron,2.7620657708
enron,against,2.76068324259
need,more,2.75909768576
information,meeting,2.7570383955
agreement,let,2.75433779261
jeff,mail,2.74347092754
let,file,2.73094116141
enron,california,2.72335498099
need,enron,2.72236299996
time,meeting,2.7218467684
send,know,2.72018386734
know,work,2.71417035304
some,let,2.7059847548
time,call,2.69520167932
know,make,2.69412530537
last,enron,2.69293936043
office,enron,2.69293936043
state,enron,2.68326166298
meeting,know,2.67207575294
intended,disclosure,2.64407695064
hours,start,2.64376688389
html,info,2.64355328235
account,account,2.64342236528
received,delete,2.64213386569
intended,sender,2.64165843002
wholesale,prices,2.6415137322
commission,commission,2.64103485134
term,term,2.64077646238
physical,gas,2.64018389038
still,times,2.64010809629
work,november,2.63946729168
sender,thank,2.63930881312
enron,john,2.63902076035
delete,email,2.63866111814
physical,power,2.63830970916
message,prohibited,2.63794451944
sunday,morning,2.6374828645
distribution,message,2.63723481111
message,distribution,2.63723481111
following,list,2.63680416285
order,sell,2.63612546119
intended,intended,2.63570514849
immediately,email,2.63562246403
early,week,2.63536062989
message,immediately,2.63510568612
information,prohibited,2.63498854979
prices,state,2.63489897495
send,every,2.63421682811
west,power,2.63226340761
power,markets,2.63226340761
information,enron,2.63210811931
contracts,contract,2.63186721122
room,meeting,2.63124018735
corp,smith,2.62892502231
intended,review,2.62882166673
discuss,issues,2.62862873631
received,message,2.62800860282
mike,items,2.62765719384
going,system,2.62756072863
trading,trading,2.62739191451
confidential,use,2.62703706035
services,smith,2.62665119951
comments,plan,2.62637558463
info,call,2.62626878386
commission,meeting,2.62586569709
then,down,2.62578645781
plan,scheduled,2.62532824806
texas,office,2.62515598876
gas,contract,2.62417755591
sara,enron,2.62358153873
against,company,2.62228614876
information,received,2.62129048999
services,houston,2.61999510003
back,off,2.61943697989
contact,email,2.61941630877
chris,report,2.61825872625
document,let,2.61740432011
america,power,2.61738020381
tomorrow,meeting,2.61565416559
questions,kim,2.61564038484
next,day,2.6147859787
last,then,2.61367662878
market,price,2.61234678696
message,email,2.61097560291
company,trading,2.61079300805
start,time,2.61069309765
more,more,2.610606968
california,power,2.61040370202
list,need,2.60979390409
then,back,2.60843994596
last,did,2.60624880762
meeting,comments,2.60598008311
enron,several,2.60584572085
call,down,2.6047708228
then,order,2.60418514117
like,discuss,2.60354778175
power,review,2.60342720023
mike,let,2.6023970896
mail,list,2.60034031352
information,use,2.59829731818
mike,mail,2.59756004836
company,price,2.59738434387
work,bill,2.59587190719
state,company,2.59546882042
questions,bill,2.59543436856
day,company,2.59451105869
day,chris,2.59414242378
email,meeting,2.59308130648
enron,provide,2.5895878878
scheduled,need,2.58851298975
think,like,2.58726927758
information,said,2.58655612407
next,time,2.58439943759
order,information,2.58362082554
know,date,2.58360704479
kim,let,2.58238744893
some,make,2.57327148659
need,today,2.56869972468
energy,state,2.56761449107
mail,thank,2.56697713165
kim,know,2.56432089319
let,jeff,2.56404527831
still,know,2.56217798746
work,need,2.56209530299
some,some,2.56083091971
meeting,like,2.55169773144
like,meeting,2.55169773144
some,like,2.55109482388
business,enron,2.54229237348
jeff,know,2.54074893012
know,jeff,2.54074893012
energy,information,2.54008056403
trading,enron,2.53785841901
time,enron,2.5353311448
need,some,2.53054084381
enron,contact,2.5304684949
know,good,2.52682004285
week,know,2.52146277852
thank,enron,2.52012260114
meeting,let,2.51568864667
let,meeting,2.51568864667
know,bill,2.50967679699
call,need,2.50265550778
enron,last,2.50090879845
like,let,2.49984768114
chris,know,2.49574790972
enron,week,2.47430507164
time,let,2.4689994851
disclosure,distribution,2.44868595791
mail,need,2.448352485
sender,original,2.44801613718
index,index,2.44800125228
several,times,2.44737980749
oct,oct,2.44734631646
total,days,2.44725700703
pipeline,october,2.44710815798
couple,weeks,2.44697791506
amount,days,2.44669882309
info,info,2.4463601915
sara,smith,2.44580572879
sunday,october,2.44576851652
load,start,2.44502427127
thing,high,2.44484565241
issues,approval,2.44420560149
intended,individual,2.44366230246
notice,intended,2.44326041002
contact,sender,2.44310411852
canada,corp,2.44233010346
review,prohibited,2.44203984781
notify,thank,2.44189844121
money,order,2.44145561529
message,delete,2.44144073038
review,distribution,2.44136258463
early,next,2.44136258463
james,jeff,2.44110209879
james,last,2.44110209879
next,weeks,2.44105000163
open,then,2.44100534691
use,distribution,2.44082672805
distribution,use,2.44082672805
days,contact,2.44078207334
contact,copies,2.44078207334
against,later,2.44073741862
price,oct,2.44046949033
message,notify,2.44029087147
corp,document,2.44012713751
agreed,agreement,2.43994479743
day,oct,2.43993363375
wholesale,smith,2.43942010453
said,always,2.43868330173
information,error,2.43839304608
more,love,2.43821442722
immediately,message,2.43799115364
make,hour,2.43702363481
steve,steve,2.43697153765
law,did,2.43686362209
send,via,2.43662918483
chris,canada,2.4359444792
wholesale,houston,2.43591098816
enron,information,2.43587746625
document,send,2.43582539996
intended,contact,2.43381593778
contracts,contracts,2.43376756184
information,immediately,2.43363731892
wholesale,state,2.43346986374
off,system,2.43303448026
payment,energy,2.43261026047
use,received,2.43144179543
change,make,2.43103990299
confidential,review,2.43052637377
message,received,2.43032542755
comments,issues,2.42993842002
corp,corp,2.42911230779
comments,comments,2.42911230779
office,tomorrow,2.42906765307
mail,delete,2.42846853564
wholesale,company,2.42828247433
prior,energy,2.42778755124
contract,use,2.42711028806
under,like,2.42669723194
energy,markets,2.42617998149
way,last,2.42615021168
received,order,2.42585995604
help,plan,2.42516780795
corp,houston,2.42498174664
year,going,2.42239921561
back,way,2.42233967599
kim,think,2.4220568628
gas,trading,2.42205314157
still,then,2.4219154562
week,contracts,2.42143169679
customers,power,2.42135727226
california,gas,2.42092561002
corp,state,2.42057581475
california,state,2.41979435723
questions,give,2.41867798936
notice,mail,2.41845843701
meeting,tomorrow,2.41698111018
date,meeting,2.41582008759
california,said,2.4152693461
morning,morning,2.41519492158
market,market,2.41519492158
people,said,2.41481907772
email,use,2.41411576596
office,office,2.41375108579
jeff,last,2.41375108579
file,scheduled,2.41320778675
use,message,2.41231097123
john,trading,2.41227375896
morning,day,2.41126530665
year,back,2.41088574157
let,available,2.41076666233
monday,call,2.41030523027
california,company,2.41017870858
state,price,2.4100261383
thank,file,2.40995171378
chris,kim,2.40989589538
agreement,questions,2.4088353459
morning,work,2.4087646426
back,last,2.40791620301
like,way,2.40781200868
services,power,2.407291037
want,send,2.40608535969
did,more,2.40551601208
need,report,2.40431033477
like,mark,2.40390472111
send,back,2.40367400508
order,think,2.40364795649
did,want,2.40246832777
order,state,2.39986719061
know,available,2.39972578402
received,mail,2.39943924959
week,week,2.39941692224
information,market,2.39876198642
email,information,2.39770515816
information,email,2.39770515816
company,gas,2.39724744733
price,company,2.39724744733
said,did,2.39680834263
review,meeting,2.39666321481
questions,file,2.3959971153
mail,intended,2.39543521014
enron,document,2.39521193656
message,information,2.39506308751
energy,business,2.39322480174
issues,need,2.39321363806
time,give,2.39268894516
give,time,2.39268894516
said,order,2.39230565886
corp,energy,2.39000966225
provide,enron,2.3888263123
going,need,2.38608004732
chris,file,2.38436828324
more,like,2.38371706865
like,more,2.38371706865
comments,let,2.38285002293
help,time,2.38164434562
today,like,2.38111221027
company,power,2.37966093203
still,let,2.37924787591
like,want,2.37915856648
back,like,2.37525127891
next,let,2.37384465538
did,like,2.37329763512
let,help,2.37204358187
off,know,2.37195055122
well,let,2.36934197161
week,call,2.3653156048
day,need,2.36467927511
need,send,2.36388665391
let,morning,2.36303821433
time,work,2.35955514655
let,more,2.35853553055
questions,need,2.35833830556
date,enron,2.356898191
day,let,2.35313231002
mail,use,2.352391786
know,services,2.35227642798
send,let,2.35223177327
enron,contract,2.35051256674
know,help,2.34996182525
like,some,2.34724905131
houston,know,2.34648992115
through,enron,2.34572334854
know,agreement,2.33954611295
know,use,2.33723151022
think,know,2.33723151022
information,need,2.33693753334
call,meeting,2.33629003997
know,last,2.33607420885
information,energy,2.33535229096
order,let,2.33512157493
know,gas,2.33260230475
people,enron,2.32656647576
know,week,2.31524278425
did,know,2.31408548288
need,like,2.31078103396
review,enron,2.30421679084
order,know,2.30251246922
enron,office,2.29304194839
let,enron,2.28807898399
know,some,2.26779342822
week,enron,2.26430663921
purchase,sale,2.23537498965
disclosure,prohibited,2.23526085047
trades,trades,2.23502441932
index,delivery,2.23484505776
load,hours,2.23484505776
old,times,2.23452709863
eol,eol,2.23443741785
oct,eol,2.23411130592
eol,oct,2.23411130592
went,old,2.23408684752
start,hours,2.2337199716
trading,dynegy,2.23368736041
sara,wholesale,2.23356099204
sender,copies,2.23337755408
always,never,2.23332863729
different,discussed,2.23332863729
york,old,2.23320634531
currently,index,2.23305144215
west,desk,2.23299437256
use,disclosure,2.23250928106
hours,scheduled,2.23225246792
own,world,2.23215463434
given,past,2.23214648154
steve,mary,2.23204864796
prior,given,2.23199565477
run,report,2.23188559199
change,without,2.231844828
york,went,2.23177552922
intended,responsible,2.23166546644
responsible,intended,2.23166546644
utility,access,2.23156763286
intended,delete,2.23144534089
world,always,2.2313719657
prohibited,intended,2.23122521534
start,load,2.23117629855
prices,wholesale,2.23105400657
scheduled,november,2.23098063139
sara,services,2.2309317146
sara,houston,2.23062598466
world,never,2.23058929707
confidential,notify,2.23058929707
times,right,2.23050369269
california,edison,2.23049146349
company,sale,2.23040178271
old,still,2.23034471312
tomorrow,afternoon,2.23013274037
report,canada,2.23002675399
gas,transmission,2.22989223282
down,required,2.22985146883
canada,america,2.22960280848
purchase,agreement,2.22948459291
november,more,2.22948051651
times,people,2.22947644011
confidential,individual,2.22944790532
later,document,2.22941529412
against,document,2.22927669655
prohibited,contact,2.2290728766
energy,dynegy,2.22902395981
original,email,2.22887720944
america,west,2.22885682744
times,help,2.22870600068
off,room,2.22869377148
north,west,2.22838396514
year,different,2.22827797877
anyone,system,2.22826574957
smith,dan,2.22799670723
error,email,2.2276787481
email,delete,2.2276787481
message,responsible,2.2276705953
responsible,message,2.2276705953
least,people,2.22759314371
james,year,2.22753607413
next,couple,2.22750753933
went,still,2.22748308094
prohibited,email,2.22727926098
email,prohibited,2.22727926098
error,message,2.22725072619
sell,price,2.22701021864
jeff,james,2.22687977387
prohibited,message,2.22683085708
said,tell,2.22669633591
anyone,going,2.22661073152
world,against,2.22648028675
then,load,2.22638652957
never,thank,2.22636614758
back,different,2.22630907799
against,list,2.22628054319
oct,price,2.22618678601
looks,good,2.22611341083
notify,message,2.22599111886
next,days,2.2257954517
year,anyone,2.2253103602
day,daily,2.22516360983
price,room,2.22495163708
never,more,2.22453992077
back,load,2.22445023999
market,prices,2.22432794801
commission,scheduled,2.22430348962
year,discussed,2.22419750324
later,down,2.22413228085
today,without,2.22408336406
jeff,dan,2.22408336406
changes,discuss,2.22408336406
copy,report,2.22398553049
sell,power,2.22396107209
different,information,2.2239121553
know,call,2.22381597628
call,know,2.22381597628
york,still,2.22366757135
prior,back,2.22352082098
working,issue,2.22328846623
customers,customers,2.22328438984
notice,message,2.22305203509
list,smith,2.22288490272
want,love,2.22286044433
said,several,2.22275038155
did,never,2.22271369396
different,meeting,2.22271369396
john,open,2.22266477717
having,good,2.2224935684
discussed,state,2.22237127643
under,think,2.22222860246
november,need,2.22217560927
corp,later,2.2215886078
against,corp,2.22128695426
back,discussed,2.22119727348
number,number,2.22089969635
deal,kim,2.22088746715
start,scheduled,2.22080593917
scheduled,start,2.22080593917
copies,file,2.22078148077
without,make,2.22077332797
against,contact,2.22048798003
access,customers,2.22031677127
today,change,2.22023116689
down,through,2.21990505496
power,prices,2.21955856103
meeting,afternoon,2.21953410264
different,call,2.21937512307
some,prior,2.2187881216
state,wholesale,2.21851907926
information,discussed,2.21754481986
order,joe,2.21743068069
start,morning,2.21728393032
high,market,2.21728393032
agreement,against,2.21709233956
email,later,2.216892596
company,document,2.21680291522
good,msn,2.21661132446
next,issue,2.21655017848
list,jeff,2.21649310889
contracts,comments,2.2164604977
saturday,let,2.21633820572
call,required,2.21619553175
discussed,meeting,2.21571859305
file,jim,2.21568598186
list,message,2.2154943911
business,trading,2.21523757796
system,still,2.21508267479
intended,email,2.21449567332
office,monday,2.21449567332
then,customers,2.21438153414
changes,bill,2.21432446455
time,canada,2.21359886551
work,list,2.21329721197
did,start,2.21317492
corp,california,2.21314230881
error,mail,2.21304039883
time,least,2.21273466889
confidential,message,2.21255530733
california,california,2.21252269614
today,tomorrow,2.21209875063
contracts,review,2.21195607666
sender,mail,2.21194384746
sure,sure,2.21189900707
contact,contact,2.21126716521
agreement,north,2.21089621289
need,info,2.21088806009
greg,mail,2.2108472961
know,approval,2.21071277493
meeting,october,2.21063124694
contract,gas,2.21054156616
review,discuss,2.21010131506
use,system,2.20997087028
notify,mail,2.20975074473
plan,thank,2.20973443913
smith,jeff,2.20970182794
some,changes,2.20918820165
help,people,2.20907406248
scheduled,thank,2.20904145128
later,company,2.20887024252
still,help,2.20872349215
business,market,2.20867457536
discuss,morning,2.20867457536
review,plan,2.20787560113
working,order,2.20759432959
going,well,2.20704401571
management,energy,2.20701140452
james,know,2.20690949454
scheduled,then,2.20586185996
then,scheduled,2.20586185996
agreement,contact,2.20586185996
corp,price,2.20560097042
following,information,2.20538899766
intended,information,2.20481014899
items,kim,2.2047775378
scheduled,more,2.20395410517
need,change,2.20394187597
system,said,2.20351385407
contact,message,2.20331818691
immediately,mail,2.20317143654
year,year,2.20231131632
review,review,2.20231131632
york,need,2.20220532995
good,california,2.20167947446
said,mark,2.20154087689
order,off,2.20138189732
questions,corp,2.20137782092
way,make,2.20110877858
make,way,2.20110877858
week,comments,2.20107616739
want,going,2.20084788904
year,market,2.20045655472
file,mark,2.20039948513
bill,access,2.20034649194
review,use,2.2000856024
energy,trade,2.19996738683
trade,energy,2.19996738683
order,mark,2.19982878925
scheduled,back,2.19982063646
back,scheduled,2.19982063646
work,scheduled,2.19982063646
jeff,year,2.19971465008
changes,need,2.1996005109
well,price,2.19942522574
sure,did,2.19934369776
market,agreement,2.19889121746
going,week,2.19823899359
morning,office,2.19771721451
john,access,2.19753377655
week,next,2.1963475444
questions,thank,2.19622117603
power,comments,2.19534475021
some,way,2.19510831906
sure,make,2.1940076913
trading,information,2.19381202414
morning,send,2.19380387134
against,time,2.19372234336
against,need,2.1935225998
last,day,2.19332285625
week,review,2.19303750831
company,california,2.19300489711
energy,against,2.19292336913
going,power,2.19204286692
work,agreement,2.19192057495
contract,like,2.19183904696
want,more,2.19160261582
business,meeting,2.19155369903
help,bill,2.19154554623
work,market,2.19145586545
need,copy,2.19091778076
did,then,2.1907588012
message,send,2.1907221136
enron,desk,2.19059982163
office,work,2.19052644645
back,office,2.19052644645
power,services,2.18984161139
send,today,2.18984161139
office,week,2.18972747222
review,file,2.18969893742
monday,time,2.18940136029
questions,message,2.18778302983
kim,meeting,2.18773818944
tomorrow,time,2.18767296706
call,number,2.18757920988
california,some,2.18742838311
still,some,2.18614839378
did,today,2.18598941422
report,energy,2.18587935144
like,issues,2.18541871834
enron,west,2.18535349595
enron,markets,2.18535349595
day,did,2.18503553682
send,week,2.18499884923
want,week,2.18499884923
copies,enron,2.18360472073
monday,let,2.1827975937
morning,john,2.18245517617
against,mail,2.1823369606
back,week,2.18216167544
like,plan,2.1818518691
market,company,2.18167250754
take,know,2.18155429197
morning,chris,2.18128117322
chris,morning,2.18128117322
discuss,call,2.18042512941
chris,email,2.18013978147
work,said,2.17983812793
right,energy,2.17883533375
energy,smith,2.17795483154
want,make,2.17707432932
chris,today,2.17614491032
call,kim,2.17565574243
did,order,2.17549676286
meeting,morning,2.17501982416
some,morning,2.17462848985
business,energy,2.17443282269
last,some,2.17334850052
chris,good,2.17272073506
good,chris,2.17272073506
week,make,2.17270442946
back,john,2.17240277592
power,week,2.17223156716
week,power,2.17223156716
some,price,2.17142851653
need,plan,2.17007922842
information,questions,2.16950037974
meeting,state,2.16929655979
sure,need,2.16921095541
california,energy,2.16914980942
contact,need,2.16834268239
file,power,2.16727874222
enron,october,2.16611696847
good,meeting,2.1654810502
order,company,2.1641073037
back,meeting,2.16357329541
date,know,2.16253789003
call,morning,2.15975778583
mail,mark,2.15930938193
mark,mail,2.15930938193
email,call,2.15816799017
time,review,2.15742608553
meeting,file,2.15657819451
information,information,2.15387146549
like,week,2.15331707521
time,morning,2.15310510245
call,state,2.15260370536
let,thank,2.15221644744
time,last,2.15137670922
email,need,2.15097722211
office,need,2.15097722211
make,meeting,2.15085493013
energy,think,2.15065926298
send,call,2.15021901187
need,price,2.14837240307
good,call,2.14783431838
meeting,company,2.14767533882
message,need,2.14663585704
review,let,2.14629751591
need,day,2.14316276498
send,need,2.14229449197
comments,know,2.14225372798
like,make,2.14047641796
good,time,2.14014215323
know,still,2.13718268746
know,going,2.1346471672
next,know,2.12957612669
make,call,2.12955166829
want,let,2.1295272099
mail,jeff,2.1286059437
know,thank,2.12830836656
let,good,2.12656774413
bill,energy,2.12424419663
order,energy,2.12424419663
let,work,2.12360827837
work,let,2.12360827837
well,know,2.12323732604
call,information,2.12319248565
week,let,2.12163530119
know,year,2.12070180579
need,make,2.1197193936
enron,mark,2.1136537117
time,information,2.11335205816
last,know,2.11182748489
know,office,2.11182748489
mail,back,2.11106112185
let,bill,2.11078392671
more,know,2.1080242045
message,know,2.10548868424
enron,people,2.10141228512
sure,enron,2.10141228512
chris,let,2.09795957505
energy,some,2.09782913028
going,enron,2.09616595944
know,did,2.08774004244
like,time,2.08483356986
bill,know,2.07506244115
think,enron,2.0664367806
enron,think,2.0664367806
enron,jeff,2.06468800537
jeff,enron,2.06468800537
enron,today,2.05244657879
want,enron,2.04720025312
call,let,2.04370270266
let,call,2.04370270266
enron,good,2.04195392744
good,enron,2.04195392744
mail,enron,2.02005651122
enron,file,2.01747107428
mm,mm,1.99977667991
oct,mm,1.99923433113
oct,nov,1.99857804353
share,ferc,1.99851879535
dan,share,1.99822255442
using,index,1.99817697889
pipeline,sunday,1.99817697889
delivery,points,1.99788073796
status,approval,1.99781237467
capacity,payment,1.99779870201
disclosure,intended,1.99778502935
total,amount,1.99772122361
index,daily,1.99772122361
approval,required,1.99772122361
confidential,disclosure,1.9977029934
stacey,mail,1.99754803661
hard,copies,1.9975389215
november,document,1.99752069129
commission,lot,1.99747055821
index,points,1.99717431728
delete,copies,1.99712874175
management,approval,1.99699201517
customer,oct,1.99682794327
couple,days,1.99658183542
joe,lunch,1.9965544901
net,short,1.99643599373
review,disclosure,1.99626736428
management,required,1.99624001896
markets,markets,1.99616709811
way,says,1.99591643271
customers,utility,1.99591643271
says,access,1.99559740402
mark,says,1.99553359828
received,approval,1.99544244722
time,options,1.99516899406
approval,monday,1.995077843
distribution,list,1.99464031793
status,received,1.99453093667
daily,start,1.99453093667
changes,made,1.99444890072
total,contract,1.99434863456
joe,under,1.9942574835
friday,afternoon,1.99419367776
status,monday,1.9940934116
weeks,start,1.9940934116
distribution,intended,1.9940934116
america,ever,1.99388376417
open,customers,1.99387464907
east,power,1.99384730375
delete,system,1.99368323185
day,nov,1.99366044409
final,copy,1.9936011959
north,sell,1.99348269953
high,prices,1.993437124
sell,off,1.99328216721
comments,transaction,1.99325482189
